ordid;orderdate;custid;staffid
1070;2002-07-11;110;6
1071;2002-07-11;110;2
1072;2002-07-11;114;3
1073;2002-07-11;115;8
1074;2002-07-11;118;8
1075;2002-07-11;112;1
1076;2002-07-12;110;6
1077;2002-07-12;1;9
1078;2002-07-12;103;7
1079;2002-07-12;103;6
1080;2002-07-12;5;9
1081;2002-07-12;115;5
1082;2002-07-13;113;2
1083;2002-07-13;102;3
1084;2002-07-13;109;3
1085;2002-07-13;204;8
1086;2002-07-13;106;3
1087;2002-07-15;205;9
1088;2002-07-15;102;8
1089;2002-07-15;101;3
1090;2002-07-15;117;8
1091;2002-07-15;109;2
1092;2002-07-16;202;7
1093;2002-07-16;103;4
1094;2002-07-16;3;3
1095;2002-07-17;118;1
1096;2002-07-17;114;3
1097;2002-07-17;3;3
1098;2002-07-17;6;6
1099;2002-07-17;119;6
1100;2002-07-17;102;7
1101;2002-07-18;3;3
1102;2002-07-18;112;4
1103;2002-07-18;106;7
1104;2002-07-18;205;1
1105;2002-07-18;2;1
1106;2002-07-18;104;3
1107;2002-07-18;108;4
1108;2002-07-18;106;7
1109;2002-07-19;116;2
1110;2002-07-19;103;4
1111;2002-07-19;107;4
1112;2002-07-19;203;6
1113;2002-07-19;101;1
1114;2002-07-20;201;7
1115;2002-07-20;106;1
1116;2002-07-20;107;6
1117;2002-07-20;5;2
1118;2002-07-20;205;5
1119;2002-07-22;118;1
1120;2002-07-22;203;9
1121;2002-07-22;118;8
1122;2002-07-22;3;4
1123;2002-07-22;101;4
1124;2002-07-22;113;2
1125;2002-07-23;4;3
1126;2002-07-23;2;9
1127;2002-07-23;114;5
1128;2002-07-23;2;2
1129;2002-07-23;5;2
1130;2002-07-23;106;3
1131;2002-07-23;202;2
1132;2002-07-23;4;7
1133;2002-07-23;202;7
1134;2002-07-23;109;8
1135;2002-07-24;112;8
1136;2002-07-24;205;5
1137;2002-07-24;102;4
1138;2002-07-24;114;5
1139;2002-07-24;202;5
1140;2002-07-25;103;7
1141;2002-07-25;120;8
1142;2002-07-25;201;5
1143;2002-07-25;205;1
1144;2002-07-26;118;5
1145;2002-07-26;203;3
1146;2002-07-26;116;4
1147;2002-07-26;5;9
1148;2002-07-26;110;6
1149;2002-07-26;103;9
1150;2002-07-27;6;9
1151;2002-07-27;107;4
1152;2002-07-27;107;8
1153;2002-07-27;115;8
1154;2002-07-29;104;7
1155;2002-07-29;201;4
1156;2002-07-29;111;3
1157;2002-07-29;108;4
1158;2002-07-30;109;6
1159;2002-07-30;205;3
1160;2002-07-30;203;3
1161;2002-07-31;112;7
1162;2002-07-31;114;2
1163;2002-07-31;201;2
1164;2002-08-01;101;7
1165;2002-08-01;113;3
1166;2002-08-01;101;4
1167;2002-08-01;109;8
1168;2002-08-01;1;7
1169;2002-08-01;205;5
1170;2002-08-02;111;5
1171;2002-08-02;104;5
1172;2002-08-02;102;5
1173;2002-08-02;109;1
1174;2002-08-02;110;3
1175;2002-08-02;3;4
1176;2002-08-02;119;4
1177;2002-08-02;1;2
1178;2002-08-02;205;9
1179;2002-08-02;109;7
1180;2002-08-03;2;1
1181;2002-08-03;6;5
1182;2002-08-03;3;2
1183;2002-08-03;102;7
1184;2002-08-03;202;4
1185;2002-08-03;114;9
1186;2002-08-03;120;3
1187;2002-08-03;110;9
1188;2002-08-05;109;2
1189;2002-08-05;116;2
1190;2002-08-05;111;4
1191;2002-08-05;202;4
1192;2002-08-05;3;3
1193;2002-08-05;203;2
1194;2002-08-05;107;6
1195;2002-08-05;202;2
1196;2002-08-05;118;3
1197;2002-08-06;117;1
1198;2002-08-06;102;9
1199;2002-08-06;109;4
1200;2002-08-06;103;2
1201;2002-08-06;108;5
1202;2002-08-06;4;8
1203;2002-08-06;5;6
1204;2002-08-07;114;4
1205;2002-08-07;113;8
1206;2002-08-07;101;3
1207;2002-08-07;109;2
1208;2002-08-07;104;9
1209;2002-08-07;105;4
1210;2002-08-08;104;5
1211;2002-08-08;114;3
1212;2002-08-08;116;4
1213;2002-08-08;5;8
1214;2002-08-08;3;8
1215;2002-08-08;113;3
1216;2002-08-08;115;1
1217;2002-08-08;2;2
1218;2002-08-09;103;6
1219;2002-08-09;120;9
1220;2002-08-09;107;4
1221;2002-08-09;205;2
1222;2002-08-09;114;3
1223;2002-08-09;205;7
1224;2002-08-10;111;5
1225;2002-08-10;3;8
1226;2002-08-10;104;5
1227;2002-08-10;115;2
1228;2002-08-10;117;9
1229;2002-08-10;115;8
1230;2002-08-10;120;1
1231;2002-08-10;104;7
1232;2002-08-10;102;5
1233;2002-08-10;4;8
1234;2002-08-12;108;8
1235;2002-08-12;113;4
1236;2002-08-12;111;8
1237;2002-08-12;117;5
1238;2002-08-12;111;7
1239;2002-08-12;203;8
1240;2002-08-12;120;8
1241;2002-08-12;203;7
1242;2002-08-12;101;2
1243;2002-08-13;202;8
1244;2002-08-13;116;3
1245;2002-08-13;109;6
1246;2002-08-13;102;1
1247;2002-08-13;106;5
1248;2002-08-13;101;3
1249;2002-08-13;203;9
1250;2002-08-13;120;4
1251;2002-08-13;111;5
1252;2002-08-14;105;5
1253;2002-08-14;103;7
1254;2002-08-14;6;1
1255;2002-08-14;110;9
1256;2002-08-14;104;5
1257;2002-08-14;120;3
1258;2002-08-14;115;8
1259;2002-08-15;2;1
1260;2002-08-15;101;1
1261;2002-08-15;105;6
1262;2002-08-15;101;4
1263;2002-08-15;3;8
1264;2002-08-15;3;2
1265;2002-08-15;6;1
1266;2002-08-15;1;5
1267;2002-08-15;118;7
1268;2002-08-15;108;7
1269;2002-08-16;113;1
1270;2002-08-16;106;1
1271;2002-08-16;203;9
1272;2002-08-16;2;7
1273;2002-08-16;108;2
1274;2002-08-16;101;1
1275;2002-08-17;1;7
1276;2002-08-17;108;1
1277;2002-08-17;116;2
1278;2002-08-17;1;2
1279;2002-08-17;101;3
1280;2002-08-17;1;5
1281;2002-08-17;101;3
1282;2002-08-17;6;6
1283;2002-08-17;103;2
1284;2002-08-17;203;7
1285;2002-08-17;6;4
1286;2002-08-17;117;7
1287;2002-08-19;110;3
1288;2002-08-19;201;2
1289;2002-08-19;114;1
1290;2002-08-19;113;1
1291;2002-08-19;202;8
1292;2002-08-20;5;6
1293;2002-08-20;109;2
1294;2002-08-20;106;2
1295;2002-08-20;117;5
1296;2002-08-20;114;9
1297;2002-08-20;4;2
1298;2002-08-21;111;3
1299;2002-08-21;203;2
1300;2002-08-21;2;9
1301;2002-08-22;115;2
1302;2002-08-22;119;3
1303;2002-08-22;106;5
1304;2002-08-22;6;8
1305;2002-08-22;205;8
1306;2002-08-23;115;3
1307;2002-08-23;4;7
1308;2002-08-23;202;1
1309;2002-08-23;102;5
1310;2002-08-23;107;6
1311;2002-08-23;4;8
1312;2002-08-23;105;6
1313;2002-08-24;205;5
1314;2002-08-24;205;1
1315;2002-08-24;120;6
1316;2002-08-24;120;8
1317;2002-08-24;4;8
1318;2002-08-24;120;6
1319;2002-08-26;111;7
1320;2002-08-26;204;6
1321;2002-08-26;119;6
1322;2002-08-26;5;5
1323;2002-08-27;117;1
1324;2002-08-27;102;4
1325;2002-08-27;6;7
1326;2002-08-27;107;6
1327;2002-08-27;202;8
1328;2002-08-27;1;2
1329;2002-08-28;2;1
1330;2002-08-28;5;5
1331;2002-08-28;3;9
1332;2002-08-28;5;1
1333;2002-08-29;116;6
1334;2002-08-29;3;1
1335;2002-08-29;204;8
1336;2002-08-29;103;3
1337;2002-08-29;5;3
1338;2002-08-29;203;1
1339;2002-08-30;6;4
1340;2002-08-30;113;3
1341;2002-08-30;104;8
1342;2002-08-30;119;2
1343;2002-08-31;115;5
1344;2002-08-31;111;5
1345;2002-08-31;108;8
1346;2002-08-31;109;7
1347;2002-08-31;5;1
1348;2002-09-02;105;7
1349;2002-09-02;2;5
1350;2002-09-02;110;8
1351;2002-09-02;107;5
1352;2002-09-02;118;7
1353;2002-09-03;107;2
1354;2002-09-03;114;8
1355;2002-09-03;119;6
1356;2002-09-03;102;2
1357;2002-09-04;105;8
1358;2002-09-04;1;4
1359;2002-09-04;108;2
1360;2002-09-04;120;1
1361;2002-09-04;204;4
1362;2002-09-04;6;8
1363;2002-09-05;5;6
1364;2002-09-05;117;5
1365;2002-09-05;115;9
1366;2002-09-05;104;5
1367;2002-09-05;105;3
1368;2002-09-05;103;5
1369;2002-09-06;105;1
1370;2002-09-06;2;9
1371;2002-09-06;105;2
1372;2002-09-06;2;9
1373;2002-09-06;102;6
1374;2002-09-06;105;4
1375;2002-09-06;112;9
1376;2002-09-07;102;8
1377;2002-09-07;202;6
1378;2002-09-07;3;9
1379;2002-09-07;112;1
1380;2002-09-07;108;3
1381;2002-09-07;202;3
1382;2002-09-09;203;6
1383;2002-09-09;106;5
1384;2002-09-09;204;7
1385;2002-09-09;203;1
1386;2002-09-09;120;1
1387;2002-09-09;6;4
1388;2002-09-10;201;8
1389;2002-09-10;102;3
1390;2002-09-10;107;7
1391;2002-09-10;204;3
1392;2002-09-10;107;5
1393;2002-09-10;114;5
1394;2002-09-10;101;1
1395;2002-09-10;118;9
1396;2002-09-10;106;3
1397;2002-09-10;101;7
1398;2002-09-11;203;6
1399;2002-09-11;108;9
1400;2002-09-11;3;8
1401;2002-09-11;103;7
1402;2002-09-11;202;3
1403;2002-09-11;203;8
1404;2002-09-11;1;6
1405;2002-09-12;1;4
1406;2002-09-12;111;8
1407;2002-09-12;115;9
1408;2002-09-12;118;1
1409;2002-09-13;110;9
1410;2002-09-13;3;8
1411;2002-09-13;3;8
1412;2002-09-13;116;6
1413;2002-09-13;202;8
1414;2002-09-13;203;3
1415;2002-09-13;119;5
1416;2002-09-14;101;4
1417;2002-09-14;108;8
1418;2002-09-14;204;7
1419;2002-09-14;119;4
1420;2002-09-14;102;8
1421;2002-09-16;6;5
1422;2002-09-16;1;5
1423;2002-09-16;111;7
1424;2002-09-16;120;1
1425;2002-09-16;112;3
1426;2002-09-16;115;8
1427;2002-09-16;104;7
1428;2002-09-17;3;8
1429;2002-09-17;1;9
1430;2002-09-17;5;7
1431;2002-09-17;119;7
1432;2002-09-17;106;2
1433;2002-09-17;120;1
1434;2002-09-17;112;4
1435;2002-09-18;205;6
1436;2002-09-18;120;5
1437;2002-09-18;3;8
1438;2002-09-18;108;7
1439;2002-09-19;107;1
1440;2002-09-19;114;3
1441;2002-09-19;107;1
1442;2002-09-19;111;6
1443;2002-09-19;104;3
1444;2002-09-19;107;1
1445;2002-09-20;105;3
1446;2002-09-20;112;1
1447;2002-09-20;201;2
1448;2002-09-20;5;6
1449;2002-09-20;102;4
1450;2002-09-20;203;1
1451;2002-09-21;103;3
1452;2002-09-21;116;4
1453;2002-09-21;4;5
1454;2002-09-21;201;2
1455;2002-09-21;103;3
1456;2002-09-21;101;3
1457;2002-09-23;203;8
1458;2002-09-23;116;5
1459;2002-09-23;109;1
1460;2002-09-23;112;5
1461;2002-09-23;106;2
1462;2002-09-23;102;9
1463;2002-09-23;111;3
1464;2002-09-23;2;3
1465;2002-09-23;105;5
1466;2002-09-24;114;1
1467;2002-09-24;105;4
1468;2002-09-24;202;9
1469;2002-09-24;111;8
1470;2002-09-24;106;4
1471;2002-09-24;107;9
1472;2002-09-24;202;7
1473;2002-09-25;113;2
1474;2002-09-25;104;3
1475;2002-09-25;201;4
1476;2002-09-25;106;7
1477;2002-09-25;201;7
1478;2002-09-25;6;2
1479;2002-09-25;114;8
1480;2002-09-25;110;4
1481;2002-09-25;205;5
1482;2002-09-26;115;1
1483;2002-09-26;106;3
1484;2002-09-26;119;6
1485;2002-09-26;103;9
1486;2002-09-26;116;9
1487;2002-09-26;2;4
1488;2002-09-26;108;2
1489;2002-09-26;117;3
1490;2002-09-27;205;9
1491;2002-09-27;111;9
1492;2002-09-27;6;9
1493;2002-09-27;203;4
1494;2002-09-27;201;4
1495;2002-09-27;114;2
1496;2002-09-27;107;6
1497;2002-09-27;107;4
1498;2002-09-27;110;8
1499;2002-09-27;115;4
1500;2002-09-28;101;2
1501;2002-09-28;105;8
1502;2002-09-28;101;5
1503;2002-09-30;113;3
1504;2002-09-30;105;4
1505;2002-09-30;110;5
1506;2002-09-30;118;5
1507;2002-09-30;115;8
1508;2002-09-30;2;4
1509;2002-09-30;114;4
1510;2002-09-30;109;7
1511;2002-09-30;101;1
1512;2002-09-30;108;3
1513;2002-10-01;107;5
1514;2002-10-01;115;3
1515;2002-10-01;1;4
1516;2002-10-01;108;8
1517;2002-10-01;110;4
1518;2002-10-01;101;2
1519;2002-10-01;203;1
1520;2002-10-01;107;4
1521;2002-10-02;4;2
1522;2002-10-02;107;1
1523;2002-10-02;111;8
1524;2002-10-02;205;7
1525;2002-10-02;119;6
1526;2002-10-03;119;7
1527;2002-10-03;108;8
1528;2002-10-03;108;1
1529;2002-10-03;102;3
1530;2002-10-03;105;8
1531;2002-10-03;1;2
1532;2002-10-04;102;1
1533;2002-10-04;118;1
1534;2002-10-04;120;4
1535;2002-10-04;115;8
1536;2002-10-04;104;3
1537;2002-10-04;114;7
1538;2002-10-04;115;9
1539;2002-10-04;115;7
1540;2002-10-05;108;1
1541;2002-10-05;104;8
1542;2002-10-05;105;3
1543;2002-10-05;102;9
1544;2002-10-05;203;9
1545;2002-10-05;111;7
1546;2002-10-07;114;6
1547;2002-10-07;201;1
1548;2002-10-07;116;9
1549;2002-10-07;117;4
1550;2002-10-07;117;3
1551;2002-10-07;104;2
1552;2002-10-08;109;4
1553;2002-10-08;117;2
1554;2002-10-09;101;9
1555;2002-10-09;204;5
1556;2002-10-09;107;9
1557;2002-10-09;107;7
1558;2002-10-09;3;3
1559;2002-10-09;112;6
1560;2002-10-09;102;4
1561;2002-10-10;1;7
1562;2002-10-10;115;3
1563;2002-10-10;117;4
1564;2002-10-10;105;3
1565;2002-10-10;106;3
1566;2002-10-10;118;7
1567;2002-10-11;109;2
1568;2002-10-11;107;9
1569;2002-10-11;118;1
1570;2002-10-11;204;1
1571;2002-10-11;205;7
1572;2002-10-11;105;8
1573;2002-10-11;205;7
1574;2002-10-12;104;9
1575;2002-10-12;110;2
1576;2002-10-12;119;8
1577;2002-10-12;101;8
1578;2002-10-12;102;6
1579;2002-10-14;205;9
1580;2002-10-14;115;4
1581;2002-10-14;116;7
1582;2002-10-14;109;7
1583;2002-10-14;203;7
1584;2002-10-14;106;3
1585;2002-10-15;3;1
1586;2002-10-15;108;1
1587;2002-10-15;4;6
1588;2002-10-15;102;8
1589;2002-10-15;110;4
1590;2002-10-15;103;8
1591;2002-10-16;204;3
1592;2002-10-16;113;5
1593;2002-10-16;105;7
1594;2002-10-16;112;9
1595;2002-10-16;110;3
1596;2002-10-16;110;3
1597;2002-10-16;202;5
1598;2002-10-16;202;4
1599;2002-10-16;112;8
1600;2002-10-16;202;3
1601;2002-10-16;5;5
1602;2002-10-16;110;8
1603;2002-10-17;2;4
1604;2002-10-17;113;3
1605;2002-10-17;104;4
1606;2002-10-17;115;6
1607;2002-10-17;205;6
1608;2002-10-18;108;5
1609;2002-10-18;112;8
1610;2002-10-18;114;9
1611;2002-10-18;117;9
1612;2002-10-18;103;1
1613;2002-10-18;106;1
1614;2002-10-18;105;4
1615;2002-10-18;3;7
1616;2002-10-18;103;1
1617;2002-10-18;1;7
1618;2002-10-18;115;2
1619;2002-10-18;111;4
1620;2002-10-18;104;8
1621;2002-10-19;116;6
1622;2002-10-19;204;2
1623;2002-10-19;117;5
1624;2002-10-19;117;8
1625;2002-10-19;115;2
1626;2002-10-19;119;1
1627;2002-10-19;108;1
1628;2002-10-19;102;5
1629;2002-10-19;118;1
1630;2002-10-21;111;2
1631;2002-10-21;107;3
1632;2002-10-21;116;5
1633;2002-10-21;110;3
1634;2002-10-21;108;5
1635;2002-10-21;101;5
1636;2002-10-21;1;8
1637;2002-10-22;202;5
1638;2002-10-22;203;9
1639;2002-10-22;108;6
1640;2002-10-22;119;3
1641;2002-10-22;105;3
1642;2002-10-22;105;4
1643;2002-10-23;5;1
1644;2002-10-23;116;7
1645;2002-10-23;118;5
1646;2002-10-23;110;8
1647;2002-10-23;106;2
1648;2002-10-23;203;6
1649;2002-10-23;108;4
1650;2002-10-23;4;4
1651;2002-10-23;116;7
1652;2002-10-23;102;9
1653;2002-10-24;201;8
1654;2002-10-24;117;6
1655;2002-10-24;117;5
1656;2002-10-24;204;5
1657;2002-10-24;112;4
1658;2002-10-24;111;4
1659;2002-10-24;6;3
1660;2002-10-25;115;6
1661;2002-10-25;101;7
1662;2002-10-25;203;9
1663;2002-10-25;104;1
1664;2002-10-25;116;5
1665;2002-10-26;120;4
1666;2002-10-26;119;2
1667;2002-10-26;104;9
1668;2002-10-26;4;1
1669;2002-10-26;107;8
1670;2002-10-26;6;7
1671;2002-10-26;112;9
1672;2002-10-26;6;7
1673;2002-10-28;103;1
1674;2002-10-28;120;7
1675;2002-10-28;104;5
1676;2002-10-28;203;5
1677;2002-10-28;103;4
1678;2002-10-28;114;8
1679;2002-10-29;105;5
1680;2002-10-29;113;8
1681;2002-10-29;112;9
1682;2002-10-29;2;1
1683;2002-10-29;101;6
1684;2002-10-29;112;5
1685;2002-10-29;107;5
1686;2002-10-30;111;4
1687;2002-10-30;109;5
1688;2002-10-30;114;7
1689;2002-10-30;114;1
1690;2002-10-30;120;2
1691;2002-10-30;6;3
1692;2002-10-30;111;2
1693;2002-10-30;109;3
1694;2002-10-30;103;8
1695;2002-10-31;4;9
1696;2002-10-31;6;9
1697;2002-10-31;106;8
1698;2002-10-31;110;1
1699;2002-10-31;111;6
1700;2002-10-31;105;1
1701;2002-10-31;1;6
1702;2002-10-31;110;1
1703;2002-10-31;110;4
1704;2002-11-01;115;6
1705;2002-11-01;202;8
1706;2002-11-01;201;9
1707;2002-11-01;102;6
1708;2002-11-01;205;3
1709;2002-11-02;3;3
1710;2002-11-02;115;1
1711;2002-11-02;1;6
1712;2002-11-02;114;9
1713;2002-11-02;203;4
1714;2002-11-02;202;4
1715;2002-11-02;1;5
1716;2002-11-04;3;9
1717;2002-11-04;204;9
1718;2002-11-04;101;7
1719;2002-11-04;119;9
1720;2002-11-04;201;8
1721;2002-11-05;110;8
1722;2002-11-05;111;4
1723;2002-11-05;4;5
1724;2002-11-05;103;1
1725;2002-11-05;202;5
1726;2002-11-05;110;5
1727;2002-11-05;106;6
1728;2002-11-05;114;1
1729;2002-11-05;106;9
1730;2002-11-06;115;2
1731;2002-11-06;110;3
1732;2002-11-06;107;7
1733;2002-11-07;116;1
1734;2002-11-07;112;8
1735;2002-11-07;110;3
1736;2002-11-07;202;1
1737;2002-11-08;114;4
1738;2002-11-08;2;3
1739;2002-11-08;5;6
1740;2002-11-08;102;4
1741;2002-11-08;4;1
1742;2002-11-08;202;2
1743;2002-11-08;201;3
1744;2002-11-09;109;9
1745;2002-11-09;112;7
1746;2002-11-09;101;7
1747;2002-11-09;108;6
1748;2002-11-09;114;1
1749;2002-11-11;201;5
1750;2002-11-11;120;7
1751;2002-11-11;103;1
1752;2002-11-11;116;7
1753;2002-11-11;104;3
1754;2002-11-11;5;6
1755;2002-11-11;205;4
1756;2002-11-11;117;1
1757;2002-11-12;2;9
1758;2002-11-12;101;5
1759;2002-11-12;120;4
1760;2002-11-12;103;9
1761;2002-11-12;5;8
1762;2002-11-12;108;4
1763;2002-11-12;1;5
1764;2002-11-12;118;3
1765;2002-11-13;114;5
1766;2002-11-13;106;7
1767;2002-11-13;116;4
1768;2002-11-13;115;3
1769;2002-11-13;203;5
1770;2002-11-13;3;6
1771;2002-11-13;118;6
1772;2002-11-13;109;2
1773;2002-11-13;116;1
1774;2002-11-14;119;4
1775;2002-11-14;107;6
1776;2002-11-14;119;8
1777;2002-11-14;105;3
1778;2002-11-14;5;9
1779;2002-11-15;104;3
1780;2002-11-15;109;7
1781;2002-11-15;2;1
1782;2002-11-15;101;8
1783;2002-11-15;105;2
1784;2002-11-15;4;6
1785;2002-11-16;115;3
1786;2002-11-16;111;4
1787;2002-11-16;108;7
1788;2002-11-16;109;8
1789;2002-11-16;110;6
1790;2002-11-16;115;6
1791;2002-11-16;202;2
1792;2002-11-16;117;2
1793;2002-11-18;110;5
1794;2002-11-18;113;9
1795;2002-11-18;3;1
1796;2002-11-18;116;1
1797;2002-11-18;120;8
1798;2002-11-18;6;6
1799;2002-11-18;103;5
1800;2002-11-19;109;7
1801;2002-11-19;117;6
1802;2002-11-19;104;6
1803;2002-11-19;118;9
1804;2002-11-19;204;5
1805;2002-11-19;116;3
1806;2002-11-20;116;4
1807;2002-11-20;110;7
1808;2002-11-20;115;4
1809;2002-11-20;118;4
1810;2002-11-20;104;6
1811;2002-11-20;204;7
1812;2002-11-21;117;9
1813;2002-11-21;109;6
1814;2002-11-21;113;5
1815;2002-11-21;202;7
1816;2002-11-21;107;5
1817;2002-11-22;6;9
1818;2002-11-22;117;4
1819;2002-11-22;3;2
1820;2002-11-22;106;7
1821;2002-11-22;111;6
1822;2002-11-22;114;3
1823;2002-11-22;112;9
1824;2002-11-22;3;8
1825;2002-11-22;2;1
1826;2002-11-22;2;8
1827;2002-11-23;103;5
1828;2002-11-23;107;6
1829;2002-11-23;114;1
1830;2002-11-23;109;9
1831;2002-11-23;3;9
1832;2002-11-25;4;2
1833;2002-11-25;108;4
1834;2002-11-25;116;9
1835;2002-11-25;117;5
1836;2002-11-25;106;3
1837;2002-11-25;106;8
1838;2002-11-26;120;1
1839;2002-11-26;202;6
1840;2002-11-26;119;2
1841;2002-11-26;104;7
1842;2002-11-26;117;2
1843;2002-11-27;102;3
1844;2002-11-27;204;4
1845;2002-11-27;119;4
1846;2002-11-27;107;6
1847;2002-11-28;120;3
1848;2002-11-28;117;2
1849;2002-11-28;105;3
1850;2002-11-28;6;5
1851;2002-11-28;102;9
1852;2002-11-28;105;6
1853;2002-11-28;110;5
1854;2002-11-28;103;8
1855;2002-11-28;108;8
1856;2002-11-29;120;7
1857;2002-11-29;103;9
1858;2002-11-29;104;4
1859;2002-11-29;113;8
1860;2002-11-29;119;6
1861;2002-11-29;106;4
1862;2002-11-30;205;1
1863;2002-11-30;203;1
1864;2002-11-30;201;4
1865;2002-11-30;116;3
1866;2002-11-30;105;4
1867;2002-11-30;111;1
1868;2002-12-02;119;4
1869;2002-12-02;101;7
1870;2002-12-02;203;8
1871;2002-12-02;117;8
1872;2002-12-02;205;9
1873;2002-12-02;110;1
1874;2002-12-02;110;7
1875;2002-12-02;114;4
1876;2002-12-03;201;1
1877;2002-12-03;4;7
1878;2002-12-03;4;3
1879;2002-12-03;112;4
1880;2002-12-03;117;1
1881;2002-12-03;103;8
1882;2002-12-04;119;3
1883;2002-12-04;119;8
1884;2002-12-04;202;9
1885;2002-12-04;115;6
1886;2002-12-04;4;4
1887;2002-12-04;202;8
1888;2002-12-04;6;5
1889;2002-12-04;3;5
1890;2002-12-04;115;3
1891;2002-12-04;110;3
1892;2002-12-04;120;5
1893;2002-12-04;5;6
1894;2002-12-05;201;8
1895;2002-12-05;116;4
1896;2002-12-05;201;1
1897;2002-12-05;6;4
1898;2002-12-05;202;9
1899;2002-12-05;101;1
1900;2002-12-06;5;9
1901;2002-12-06;102;8
1902;2002-12-06;117;4
1903;2002-12-06;119;4
1904;2002-12-06;2;5
1905;2002-12-06;103;3
1906;2002-12-06;118;5
1907;2002-12-06;105;8
1908;2002-12-06;120;7
1909;2002-12-06;117;5
1910;2002-12-07;119;6
1911;2002-12-07;103;9
1912;2002-12-07;114;9
1913;2002-12-07;119;8
1914;2002-12-07;112;5
1915;2002-12-07;104;4
1916;2002-12-07;120;6
1917;2002-12-07;203;4
1918;2002-12-07;114;6
1919;2002-12-07;116;6
1920;2002-12-09;202;3
1921;2002-12-09;115;1
1922;2002-12-09;1;2
1923;2002-12-09;103;6
1924;2002-12-09;115;7
1925;2002-12-09;116;6
1926;2002-12-09;5;6
1927;2002-12-09;112;3
1928;2002-12-10;110;8
1929;2002-12-10;109;1
1930;2002-12-10;112;5
1931;2002-12-10;120;4
1932;2002-12-10;1;3
1933;2002-12-10;118;9
1934;2002-12-10;108;3
1935;2002-12-10;101;6
1936;2002-12-10;107;3
1937;2002-12-11;109;3
1938;2002-12-11;103;3
1939;2002-12-11;2;2
1940;2002-12-12;5;1
1941;2002-12-12;111;6
1942;2002-12-12;101;8
1943;2002-12-12;2;5
1944;2002-12-12;112;7
1945;2002-12-13;118;5
1946;2002-12-13;205;9
1947;2002-12-13;6;8
1948;2002-12-13;103;1
1949;2002-12-13;120;6
1950;2002-12-13;203;9
1951;2002-12-13;204;8
1952;2002-12-14;106;6
1953;2002-12-14;3;7
1954;2002-12-14;4;5
1955;2002-12-14;205;7
1956;2002-12-14;107;9
1957;2002-12-14;2;5
1958;2002-12-14;119;8
1959;2002-12-16;105;7
1960;2002-12-16;204;8
1961;2002-12-16;203;1
1962;2002-12-16;117;4
1963;2002-12-16;202;3
1964;2002-12-16;202;2
1965;2002-12-17;203;9
1966;2002-12-17;1;1
1967;2002-12-17;113;6
1968;2002-12-17;110;6
1969;2002-12-17;202;2
1970;2002-12-17;108;8
1971;2002-12-18;105;3
1972;2002-12-18;114;9
1973;2002-12-18;3;7
1974;2002-12-18;204;4
1975;2002-12-18;114;5
1976;2002-12-18;104;5
1977;2002-12-18;1;1
1978;2002-12-18;201;4
1979;2002-12-19;6;3
1980;2002-12-19;102;6
1981;2002-12-19;203;7
1982;2002-12-19;112;1
1983;2002-12-19;103;3
1984;2002-12-19;2;2
1985;2002-12-19;101;3
1986;2002-12-20;112;8
1987;2002-12-20;109;6
1988;2002-12-20;118;5
1989;2002-12-20;203;6
1990;2002-12-20;112;4
1991;2002-12-21;3;6
1992;2002-12-21;203;3
1993;2002-12-21;111;4
1994;2002-12-21;107;1
1995;2002-12-21;205;3
1996;2002-12-21;202;2
1997;2002-12-23;114;1
1998;2002-12-23;110;1
1999;2002-12-23;115;9
2000;2002-12-23;109;9
2001;2002-12-23;110;3
2002;2002-12-23;109;4
2003;2002-12-24;119;3
2004;2002-12-24;106;1
2005;2002-12-24;113;1
2006;2002-12-24;112;3
2007;2002-12-24;203;9
2008;2002-12-24;106;9
2009;2002-12-24;113;6
2010;2002-12-24;107;2
2011;2002-12-24;203;8
2012;2002-12-24;102;3
2013;2002-12-25;117;2
2014;2002-12-25;4;7
2015;2002-12-25;105;8
2016;2002-12-25;116;6
2017;2002-12-25;101;9
2018;2002-12-25;112;3
2019;2002-12-25;102;5
2020;2002-12-25;120;6
2021;2002-12-26;104;1
2022;2002-12-26;117;3
2023;2002-12-26;112;3
2024;2002-12-26;204;5
2025;2002-12-26;3;7
2026;2002-12-26;116;7
2027;2002-12-26;203;8
2028;2002-12-26;120;4
2029;2002-12-27;114;6
2030;2002-12-27;120;8
2031;2002-12-27;109;6
2032;2002-12-27;1;9
2033;2002-12-27;113;5
2034;2002-12-27;112;9
2035;2002-12-27;3;5
